Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
43,No,Sales,2,Life Sciences,1,1849,1,Male,92,3,2,4,Married,5675,19246,No,20,4,3,80,7,3,7,7
27,No,Research & Development,5,Life Sciences,1,1850,4,Female,53,3,1,4,Single,2379,19826,Yes,14,3,3,80,6,2,5,0
29,No,Research & Development,20,Medical,1,1852,4,Male,40,3,1,4,Married,3812,7003,No,13,3,2,80,11,4,11,3
32,No,Sales,10,Marketing,1,1853,4,Male,79,3,2,4,Single,4648,26075,No,13,3,3,80,4,4,0,0
42,No,Research & Development,10,Technical Degree,1,1854,3,Male,38,3,1,3,Married,2936,6161,No,22,4,2,80,10,2,6,3
47,No,Research & Development,9,Life Sciences,1,1856,2,Female,64,3,1,3,Single,2105,5411,No,12,3,3,80,7,3,2,2
46,No,Research & Development,2,Life Sciences,1,1857,4,Male,82,3,3,4,Divorced,8578,19989,No,14,3,3,80,12,2,9,4
28,No,Human Resources,1,Life Sciences,1,1858,3,Male,43,3,1,4,Divorced,2706,10494,No,15,3,2,80,3,3,3,2
29,No,Research & Development,29,Life Sciences,1,1859,4,Male,93,1,2,3,Divorced,6384,21143,No,17,3,4,80,11,3,7,1
42,No,Research & Development,8,Life Sciences,1,1860,4,Male,81,3,1,3,Single,3968,13624,No,13,3,4,80,8,3,0,0
32,Yes,Sales,2,Marketing,1,1862,3,Male,82,2,2,2,Single,9907,26186,Yes,12,3,3,80,7,2,2,2
46,No,Sales,3,Technical Degree,1,1863,1,Female,45,4,4,1,Divorced,13225,7739,No,12,3,4,80,25,3,19,2
27,No,Sales,23,Medical,1,1864,2,Female,36,2,2,3,Married,3540,7018,No,21,4,4,80,9,3,9,5
29,No,Human Resources,6,Medical,1,1865,4,Male,87,2,1,2,Married,2804,15434,No,11,3,4,80,1,3,1,0
43,No,Research & Development,6,Medical,1,1866,1,Female,81,2,5,3,Married,19392,22539,No,13,3,4,80,21,3,16,6
48,No,Research & Development,10,Life Sciences,1,1867,4,Male,91,2,5,2,Married,19665,13583,No,12,3,4,80,29,3,22,12
29,Yes,Research & Development,24,Life Sciences,1,1868,4,Male,73,2,1,4,Single,2439,14753,Yes,24,4,2,80,1,2,1,1
46,Yes,Sales,10,Life Sciences,1,1869,3,Female,64,3,3,2,Married,7314,14011,No,21,4,3,80,14,3,8,0
27,No,Research & Development,15,Life Sciences,1,1870,4,Female,77,2,1,1,Married,4774,23844,No,19,3,4,80,8,2,7,7
39,No,Research & Development,19,Other,1,1871,4,Male,41,3,2,4,Divorced,3902,5141,No,14,3,2,80,7,3,2,2
55,No,Research & Development,2,Technical Degree,1,1873,2,Male,98,2,1,4,Married,2662,7975,No,20,4,2,80,19,4,5,0
28,No,Sales,3,Medical,1,1875,2,Female,78,3,1,2,Married,2856,3692,No,19,3,4,80,1,3,1,0
30,Yes,Sales,9,Medical,1,1876,2,Male,89,3,1,4,Single,1081,16019,No,13,3,3,80,1,2,1,0
22,Yes,Research & Development,7,Life Sciences,1,1878,4,Male,75,3,1,2,Single,2472,26092,Yes,23,4,1,80,1,3,1,0
36,No,Sales,10,Technical Degree,1,1880,2,Female,63,2,2,3,Married,5673,6060,Yes,13,3,1,80,10,3,10,1
31,No,Research & Development,20,Life Sciences,1,1881,2,Male,89,3,2,3,Divorced,4197,18624,No,11,3,1,80,10,3,10,0
34,No,Sales,4,Life Sciences,1,1882,3,Male,64,3,3,4,Married,9713,24444,Yes,13,3,4,80,9,3,5,1
29,No,Research & Development,7,Life Sciences,1,1883,4,Male,59,3,1,1,Single,2062,19384,No,14,3,2,80,11,3,3,1
37,No,Research & Development,7,Medical,1,1885,4,Male,78,3,2,1,Married,4284,13588,Yes,22,4,3,80,16,3,5,0
35,No,Research & Development,16,Other,1,1886,4,Female,44,2,2,2,Married,4788,25388,Yes,11,3,4,80,4,3,3,0
45,No,Research & Development,25,Life Sciences,1,1888,2,Female,93,2,2,4,Married,5906,23888,No,13,3,4,80,10,2,9,3
36,No,Human Resources,2,Human Resources,1,1890,2,Male,94,2,2,4,Single,3886,4223,No,21,4,4,80,10,2,10,0
40,No,Research & Development,1,Life Sciences,1,1892,1,Male,98,3,4,1,Divorced,16823,18991,No,11,3,1,80,22,3,19,11
26,No,Research & Development,1,Life Sciences,1,1893,2,Female,90,2,1,3,Married,2933,14908,Yes,13,3,3,80,1,2,1,1
27,No,Sales,2,Medical,1,1898,1,Female,89,4,2,3,Single,6500,26997,No,14,3,2,80,9,2,8,0
48,No,Research & Development,22,Medical,1,1900,4,Female,58,3,4,4,Divorced,17174,2437,No,11,3,2,80,24,3,22,4
44,No,Research & Development,1,Life Sciences,1,1903,2,Male,78,4,2,1,Married,5033,9364,No,15,3,4,80,10,3,2,2
34,Yes,Research & Development,16,Technical Degree,1,1905,4,Male,85,1,1,1,Married,2307,14460,Yes,23,4,2,80,5,3,5,3
56,Yes,Research & Development,24,Life Sciences,1,1907,1,Male,97,3,1,4,Single,2587,10261,No,16,3,4,80,5,3,4,1
36,No,Sales,17,Marketing,1,1908,3,Male,33,2,2,2,Married,5507,16822,No,16,3,3,80,12,1,4,1
41,No,Sales,8,Marketing,1,1909,3,Female,54,3,2,2,Married,4393,26841,No,21,4,3,80,14,3,5,1
42,No,Research & Development,6,Medical,1,1911,3,Male,83,3,3,1,Married,13348,14842,No,13,3,2,80,18,4,13,5
31,No,Sales,10,Medical,1,1912,3,Female,86,3,2,4,Divorced,6583,20115,Yes,11,3,4,80,8,3,5,1
34,No,Sales,3,Medical,1,1915,4,Female,75,2,2,4,Married,8103,16495,Yes,12,3,3,80,9,2,4,0
31,No,Research & Development,4,Medical,1,1916,1,Female,62,4,1,3,Divorced,3978,16031,No,12,3,2,80,4,2,2,2
26,No,Research & Development,6,Other,1,1918,3,Male,61,4,1,4,Married,2544,7102,No,18,3,1,80,8,3,7,7
45,No,Research & Development,1,Medical,1,1922,2,Male,44,3,2,3,Single,5399,14511,No,12,3,3,80,12,3,4,0
33,No,Sales,10,Marketing,1,1924,2,Male,43,3,2,3,Single,5487,10410,No,14,3,2,80,10,2,10,0
28,No,Sales,1,Life Sciences,1,1927,3,Male,42,2,2,4,Married,6834,19255,Yes,12,3,3,80,7,3,7,0
29,Yes,Sales,24,Technical Degree,1,1928,3,Male,45,4,1,1,Single,1091,10642,No,17,3,4,80,1,3,1,0
39,No,Sales,21,Life Sciences,1,1929,1,Female,32,1,2,3,Married,5736,3987,No,19,3,3,80,10,3,3,1
27,No,Research & Development,2,Technical Degree,1,1931,2,Male,41,3,1,2,Married,2226,6073,No,11,3,3,80,6,2,5,1
34,No,Research & Development,22,Other,1,1932,3,Male,86,2,2,4,Married,5747,26496,Yes,15,3,2,80,16,3,15,6
28,Yes,Sales,13,Marketing,1,1933,4,Female,84,3,2,3,Single,9854,23352,Yes,11,3,4,80,6,3,2,2
47,No,Research & Development,14,Technical Degree,1,1934,3,Male,64,3,2,2,Married,5467,2125,No,18,3,3,80,16,4,8,1
56,No,Sales,11,Marketing,1,1935,4,Female,89,2,2,1,Married,5380,20328,No,16,3,3,80,6,3,0,0
39,No,Research & Development,9,Medical,1,1936,1,Male,87,3,2,1,Married,5151,12315,No,25,4,4,80,10,3,10,7
38,No,Research & Development,8,Medical,1,1937,4,Female,58,2,2,2,Divorced,2133,18115,Yes,16,3,3,80,20,3,20,0
58,No,Sales,21,Life Sciences,1,1938,4,Female,72,3,4,4,Married,17875,11761,Yes,13,3,3,80,29,2,1,0
32,Yes,Research & Development,5,Life Sciences,1,1939,1,Female,47,4,1,3,Single,2432,15318,Yes,14,3,1,80,8,3,4,0
38,No,Research & Development,9,Life Sciences,1,1940,2,Male,71,3,1,4,Divorced,4771,14293,No,19,3,4,80,10,4,5,0
49,No,Research & Development,2,Life Sciences,1,1941,2,Male,42,3,5,4,Married,19161,13738,No,15,3,4,80,28,3,5,4
42,No,Sales,12,Marketing,1,1943,2,Male,77,3,2,4,Divorced,5087,2900,Yes,12,3,3,80,14,3,0,0
27,Yes,Human Resources,22,Human Resources,1,1944,1,Female,58,2,1,2,Married,2863,19555,No,12,3,1,80,1,3,1,0
35,No,Sales,18,Medical,1,1945,2,Male,71,3,2,1,Married,5561,15975,No,16,3,4,80,6,1,5,0
28,No,Research & Development,16,Medical,1,1947,3,Male,49,3,1,3,Single,2144,2122,No,14,3,3,80,5,2,5,1
31,No,Research & Development,3,Medical,1,1948,3,Male,48,3,1,1,Divorced,3065,3995,Yes,13,3,4,80,4,4,4,2
36,No,Research & Development,9,Life Sciences,1,1949,1,Male,66,4,1,2,Married,2810,9238,No,22,4,2,80,5,3,5,0
34,No,Sales,1,Marketing,1,1950,1,Male,32,3,3,4,Single,9888,6770,No,21,4,1,80,14,2,14,2
34,No,Sales,13,Medical,1,1951,4,Male,39,3,3,3,Divorced,8628,22914,No,18,3,3,80,9,2,8,1
26,No,Research & Development,1,Medical,1,1952,3,Male,95,3,1,1,Single,2867,20006,No,13,3,4,80,8,2,7,7
29,No,Research & Development,1,Life Sciences,1,1954,1,Male,89,3,2,1,Married,5373,6225,No,12,3,1,80,6,2,5,0
32,No,Research & Development,15,Medical,1,1955,3,Female,34,3,2,4,Divorced,6667,16542,No,18,3,2,80,9,3,5,1
31,No,Research & Development,1,Life Sciences,1,1956,4,Male,48,1,2,1,Married,5003,5771,No,21,4,2,80,10,3,10,8
28,Yes,Research & Development,17,Technical Degree,1,1960,3,Male,32,2,1,4,Divorced,2367,18779,No,12,3,1,80,6,2,4,0
38,No,Sales,1,Life Sciences,1,1961,1,Male,59,2,1,1,Single,2858,11473,No,14,3,1,80,20,2,1,0
35,No,Sales,7,Life Sciences,1,1962,3,Female,55,3,2,4,Married,5204,13586,Yes,11,3,4,80,10,3,10,0
27,No,Sales,9,Marketing,1,1965,4,Male,44,3,2,4,Single,4105,5099,No,14,3,1,80,7,3,7,0
32,No,Research & Development,5,Life Sciences,1,1966,4,Male,56,2,2,4,Single,9679,10138,No,24,4,2,80,8,3,1,0
31,Yes,Sales,26,Marketing,1,1967,1,Male,63,3,2,4,Married,5617,21075,Yes,11,3,3,80,10,3,10,0
53,Yes,Sales,24,Life Sciences,1,1968,1,Male,66,3,3,1,Single,10448,5843,Yes,13,3,2,80,15,2,2,2
54,No,Research & Development,9,Life Sciences,1,1969,1,Female,67,3,2,3,Married,2897,22474,No,11,3,3,80,9,2,4,2
33,No,Research & Development,7,Life Sciences,1,1970,4,Male,36,3,2,3,Divorced,5968,18079,No,20,4,3,80,9,3,9,2
43,No,Research & Development,11,Life Sciences,1,1971,1,Male,30,3,3,3,Married,7510,16873,No,17,3,2,80,10,3,10,0
38,No,Human Resources,1,Other,1,1972,4,Male,88,3,1,2,Married,2991,5224,Yes,11,3,2,80,7,3,6,1
55,No,Human Resources,26,Human Resources,1,1973,3,Male,71,4,5,2,Married,19636,25811,Yes,18,3,1,80,35,3,10,1
31,No,Research & Development,2,Medical,1,1974,4,Female,59,1,1,4,Divorced,1129,17536,Yes,11,3,3,80,1,3,1,0
39,No,Sales,15,Marketing,1,1975,2,Male,77,3,4,1,Single,13341,25098,No,12,3,1,80,21,3,20,11
42,No,Research & Development,23,Life Sciences,1,1976,4,Male,37,2,2,3,Single,4332,14811,No,12,3,4,80,20,3,20,3
31,No,Research & Development,10,Medical,1,1979,3,Female,40,3,3,3,Married,11031,26862,No,20,4,3,80,13,4,11,4
54,No,Research & Development,10,Medical,1,1980,3,Female,77,3,2,1,Single,4440,25198,Yes,19,3,4,80,9,3,5,1
24,No,Research & Development,1,Life Sciences,1,1981,2,Male,45,2,2,3,Single,4617,14120,No,12,3,2,80,4,2,4,1
23,No,Research & Development,12,Other,1,1982,4,Male,78,3,1,4,Single,2647,13672,No,13,3,3,80,5,4,5,1
40,No,Research & Development,11,Technical Degree,1,1985,4,Female,73,3,2,3,Married,6323,26849,No,11,3,1,80,10,4,10,9
40,No,Sales,2,Marketing,1,1986,2,Female,92,3,2,2,Married,5677,4258,No,14,3,3,80,15,3,11,5
25,No,Human Resources,2,Human Resources,1,1987,3,Female,82,3,1,2,Married,2187,19655,No,14,3,3,80,6,3,2,1
30,No,Research & Development,1,Medical,1,1989,4,Male,76,3,1,2,Married,3748,4077,No,13,3,3,80,12,2,12,1
25,No,Research & Development,2,Other,1,1992,4,Male,57,3,1,3,Divorced,3977,7298,Yes,19,3,3,80,7,2,2,0
47,No,Research & Development,25,Medical,1,1993,1,Male,84,3,3,3,Single,8633,13084,No,23,4,2,80,25,3,17,12
33,No,Research & Development,1,Medical,1,1994,2,Male,59,2,1,3,Divorced,2008,20439,No,12,3,3,80,1,2,1,0
38,No,Sales,1,Life Sciences,1,1995,4,Male,86,3,2,2,Married,4440,7636,No,15,3,1,80,16,3,15,5
31,No,Sales,2,Life Sciences,1,1996,1,Male,54,3,1,3,Married,3067,6393,No,19,3,3,80,3,3,2,1
38,No,Research & Development,6,Life Sciences,1,1997,1,Male,72,2,2,3,Married,5321,14284,No,11,3,4,80,10,3,8,7
42,No,Research & Development,18,Life Sciences,1,1998,4,Male,35,3,2,1,Divorced,5410,11189,Yes,17,3,3,80,9,2,4,1
41,No,Research & Development,1,Life Sciences,1,1999,4,Male,76,3,1,4,Married,2782,21412,No,22,4,1,80,12,3,5,1
47,No,Research & Development,1,Medical,1,2000,3,Female,98,3,3,2,Married,11957,17231,No,18,3,1,80,14,1,13,5
35,No,Research & Development,11,Medical,1,2003,4,Male,43,3,1,3,Married,2660,20232,Yes,11,3,3,80,5,3,2,2
22,No,Research & Development,1,Life Sciences,1,2007,4,Male,63,3,1,3,Single,3375,17624,No,12,3,4,80,4,4,3,1
35,No,Research & Development,9,Medical,1,2008,2,Male,48,3,2,3,Single,5098,18698,No,19,3,2,80,10,3,10,0
33,No,Research & Development,15,Medical,1,2009,2,Female,95,3,2,4,Married,4878,21653,Yes,13,3,1,80,10,3,9,8
32,No,Research & Development,29,Life Sciences,1,2010,3,Female,49,2,1,2,Single,2837,15919,No,13,3,3,80,6,3,6,4
40,No,Research & Development,1,Life Sciences,1,2012,1,Male,83,3,1,4,Married,2406,4060,No,19,3,3,80,8,2,1,0
32,No,Sales,1,Medical,1,2013,2,Male,68,2,1,2,Married,2269,18024,No,14,3,2,80,3,3,2,2
39,No,Research & Development,24,Life Sciences,1,2014,1,Male,52,3,2,4,Single,4108,5340,No,13,3,1,80,18,3,7,1
38,No,Research & Development,10,Medical,1,2015,2,Female,99,1,3,3,Married,13206,3376,No,12,3,1,80,20,3,18,1
32,No,Sales,1,Marketing,1,2016,3,Female,48,3,3,4,Married,10422,24032,No,19,3,3,80,14,3,14,5
37,No,Research & Development,10,Life Sciences,1,2017,3,Female,42,4,3,4,Married,13744,15471,Yes,25,4,1,80,16,3,16,6
25,No,Sales,8,Other,1,2018,1,Female,85,3,2,3,Divorced,4907,13684,Yes,22,4,2,80,6,2,5,0
52,No,Sales,29,Life Sciences,1,2019,1,Male,40,3,1,4,Divorced,3482,19788,No,15,3,2,80,16,2,9,0
44,No,Research & Development,1,Medical,1,2020,2,Male,42,3,1,4,Single,2436,13422,Yes,12,3,3,80,6,3,4,1
21,No,Sales,5,Medical,1,2021,3,Male,58,3,1,1,Single,2380,25479,Yes,11,3,4,80,2,3,2,1
39,No,Research & Development,9,Life Sciences,1,2022,4,Male,87,3,5,4,Single,19431,15302,No,13,3,3,80,21,2,6,1
23,Yes,Sales,9,Marketing,1,2023,4,Male,33,3,1,1,Married,1790,26956,No,19,3,1,80,1,2,1,1
36,No,Sales,3,Medical,1,2024,1,Female,94,2,3,4,Married,7644,12695,No,19,3,3,80,10,3,9,3
36,No,Research & Development,4,Life Sciences,1,2025,4,Female,97,3,2,2,Divorced,5131,9192,No,13,3,2,80,18,3,4,0
56,No,Research & Development,1,Life Sciences,1,2026,3,Male,57,3,2,3,Divorced,6306,26236,No,21,4,1,80,13,2,13,1
29,Yes,Research & Development,1,Medical,1,2027,1,Male,36,3,1,4,Married,4787,26124,Yes,14,3,2,80,4,4,2,2
42,No,Research & Development,2,Life Sciences,1,2031,1,Male,56,3,5,3,Married,18880,17312,No,11,3,1,80,24,2,22,4
56,Yes,Research & Development,7,Technical Degree,1,2032,4,Male,72,3,1,3,Married,2339,3666,No,11,3,4,80,14,1,10,9
41,No,Research & Development,28,Life Sciences,1,2034,1,Female,60,2,4,2,Married,13570,5640,No,23,4,3,80,21,3,20,0
34,No,Sales,28,Marketing,1,2035,4,Female,95,2,2,3,Married,6712,8978,No,21,4,4,80,8,3,8,1
36,No,Sales,15,Marketing,1,2036,4,Male,88,1,2,4,Divorced,5406,10436,No,24,4,1,80,15,2,15,11
41,No,Sales,3,Life Sciences,1,2037,3,Male,57,2,2,2,Divorced,8938,12227,No,11,3,3,80,14,3,5,0
32,No,Research & Development,2,Technical Degree,1,2038,4,Male,78,3,1,1,Single,2439,11288,No,14,3,4,80,4,3,4,1
35,No,Human Resources,26,Life Sciences,1,2040,3,Female,31,3,3,4,Single,8837,16642,Yes,16,3,3,80,9,3,9,1
38,No,Sales,10,Life Sciences,1,2041,1,Female,100,3,2,4,Married,5343,5982,No,11,3,3,80,10,3,10,1
50,Yes,Sales,1,Life Sciences,1,2044,2,Male,94,3,2,3,Divorced,6728,14255,No,12,3,4,80,12,3,6,0
36,No,Sales,11,Marketing,1,2045,2,Female,100,2,2,4,Married,6652,14369,No,13,3,1,80,8,2,6,0
45,No,Sales,20,Life Sciences,1,2046,4,Female,50,3,2,3,Single,4850,23333,No,15,3,3,80,8,3,5,0
40,No,Research & Development,2,Life Sciences,1,2048,3,Male,52,2,1,3,Single,2809,2725,No,14,3,4,80,8,3,2,2
35,No,Research & Development,18,Life Sciences,1,2049,3,Male,80,3,2,3,Married,5689,24594,Yes,14,3,4,80,10,4,10,0
40,No,Research & Development,2,Medical,1,2051,3,Female,98,3,1,3,Married,2001,12549,No,14,3,2,80,20,3,5,0
35,No,Research & Development,1,Life Sciences,1,2052,3,Female,62,1,1,4,Married,2977,8952,No,12,3,4,80,4,3,4,1
29,No,Research & Development,13,Other,1,2053,4,Male,46,2,2,2,Married,4025,23679,Yes,13,3,1,80,10,3,4,0
29,No,Research & Development,28,Medical,1,2054,4,Female,73,2,1,1,Single,3785,8489,No,14,3,2,80,5,1,5,0
50,Yes,Sales,28,Marketing,1,2055,4,Male,39,2,3,1,Divorced,10854,16586,Yes,13,3,2,80,20,3,3,2
39,No,Sales,24,Marketing,1,2056,2,Female,60,2,4,4,Married,12031,8828,No,11,3,1,80,21,2,20,9
31,No,Research & Development,5,Medical,1,2057,2,Male,74,3,2,1,Single,9936,3787,No,19,3,2,80,10,3,9,1
26,No,Sales,5,Other,1,2060,4,Female,30,2,1,3,Single,2966,21378,No,18,3,4,80,5,3,4,0
36,No,Research & Development,23,Medical,1,2061,3,Male,41,4,2,4,Married,2571,12290,No,17,3,3,80,17,3,5,0
39,No,Research & Development,6,Medical,1,2062,4,Male,42,2,3,1,Married,9991,21457,No,15,3,1,80,9,3,7,1
27,No,Research & Development,4,Life Sciences,1,2064,2,Male,87,4,2,2,Married,6142,5174,Yes,20,4,2,80,6,3,6,0
49,No,Sales,2,Medical,1,2065,4,Male,63,2,2,2,Married,5390,13243,No,14,3,4,80,17,2,9,0
34,No,Research & Development,8,Medical,1,2068,2,Male,82,4,2,3,Married,4404,10228,No,12,3,1,80,6,4,4,1
